gate,facility,gas_x,gas_y,sink_x,sink_y,consumer_x,consumer_y,d_gas_km,d_h2_km,d_total_weighted,storage_type,storage_potential
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1865745.3082009354,5063562.030263436,-1871150.211639016,5140947.438325235,49.04868245571873,77.57392836556667,126622.6108212854,DSA,9.55776024
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1860831.731244739,5063342.564883082,-1871150.211639016,5140947.438325235,48.198909789328624,78.28784975728729,126486.75954661591,DSA,9.55776024
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1855918.2954225533,5063123.787546261,-1871150.211639016,5140947.438325235,47.841556893681854,79.30026413696838,127141.82103065023,DSA,9.55776024
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1851004.9995303368,5062905.700494482,-1871150.211639016,5140947.438325235,47.987570884498986,80.59989090903025,128587.46179352923,DSA,14.19909954
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1846091.84407435,5062688.3031122,-1786306.9506079147,5112962.702507442,48.632366888978176,78.11369099809122,126746.05788706939,DSA,14.19909954
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1841178.8287609287,5062471.594542612,-1786306.9506079147,5112962.702507442,49.75650777254075,74.56725149524615,124323.7592677869,DSA,75.1568985
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1836265.9523768823,5062255.577015849,-1786306.9506079147,5112962.702507442,51.3284582404903,71.18366690029302,122512.12514078332,DSA,79.79820251
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1831353.2157157222,5062040.248870697,-1786306.9506079147,5112962.702507442,53.308572719697054,67.98722147984368,121295.79419954073,DSA,71.08989716
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1826440.6178605966,5061825.611298317,-1786306.9506079147,5112962.702507442,55.65325586317699,65.00548703362924,120658.74289680622,DSA,80.64769745
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1821528.1581947592,5061611.664456142,-1786306.9506079147,5112962.702507442,58.3185095481856,62.26927470929482,120587.78425748042,DSA,80.64769745
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1816615.8371902548,5061398.407698112,-1786306.9506079147,5112962.702507442,61.262468107917044,59.81224878772474,121074.71689564179,DSA,80.64769745
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1811703.6542188758,5061185.841172213,-1786306.9506079147,5112962.702507442,64.44691058093049,57.67006089844669,122116.97147937719,DSA,80.64769745
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1806791.6094403574,5060973.965252983,-1786306.9506079147,5112962.702507442,67.83794225608445,55.87888732602585,123716.82958211028,DSA,80.64769745
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1801879.7019187112,5060762.781111507,-1786306.9506079147,5112962.702507442,71.40610200907642,54.47331802937763,125879.42003845406,DSA,80.64769745
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1796967.9313120448,5060552.287852149,-1784996.988430089,5112583.870269548,75.12612377697238,53.39090786212199,128517.03163909438,DSA,80.64769745
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1792056.2969736985,5060342.48560734,-1784996.988430089,5112583.870269548,78.97652040962748,52.71618450285143,131692.70491247892,DSA,80.64769745
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1787144.7998377196,5060133.374961094,-1784996.988430089,5112583.870269548,82.93910563430777,52.4944525825817,135433.55821688948,DSA,80.64769745
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1782233.4387511467,5059924.95477583,-1784996.988430089,5112583.870269548,86.99852437573738,52.73138143271569,139729.90580845307,DSA,80.64769745
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1777322.2140470871,5059717.227689576,-1784996.988430089,5112583.870269548,91.14181029452611,53.42082046831995,144562.63076284606,DSA,80.64769745
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1772411.1240653119,5059510.191298999,-1784996.988430089,5112583.870269548,95.35800907624932,54.545571600978676,149903.580677228,DSA,80.64769745
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1767500.1705120364,5059303.8463922925,-1784996.988430089,5112583.870269548,99.63783908337989,56.07940425520244,155717.24333858234,DSA,80.64769745
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1762589.3513329749,5059098.194916276,-1784996.988430089,5112583.870269548,103.9734202730995,57.98982383376903,161963.24410686851,DSA,80.64769745
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1757678.6664348259,5058893.234907783,-1784996.988430089,5112583.870269548,108.3580395727987,60.24097477786151,168599.0143506602,DSA,80.64769745
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1752768.1167173479,5058688.966912691,-1784996.988430089,5112583.870269548,112.78595561425226,62.79618443600973,175582.14005026198,DSA,80.64769745
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1747857.7004070277,5058485.391835216,-1784996.988430089,5112583.870269548,117.25224390577914,65.61990615483813,182872.15006061725,DSA,80.64769745
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1742947.4186861522,5058282.509176769,-1784996.988430089,5112583.870269548,121.75266119192005,68.67899338355629,190431.65457547634,DSA,90.20539856
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1738037.2700620396,5058080.318800486,-1784996.988430089,5112583.870269548,126.28354109611084,71.94339630534039,198226.93740145123,DSA,90.20539856
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1733127.2543353073,5057878.822044656,-1784996.988430089,5112583.870269548,130.84170045984942,75.3864153302913,206228.1157901407,DSA,81.49720001
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1728217.3721662955,5057678.017138253,-1784996.988430089,5112583.870269548,135.42436730448793,78.98466643051046,214409.0337349984,DSA,81.49720001
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1723307.6222663766,5057477.906223692,-1784996.988430089,5112583.870269548,140.0291188659806,82.71786488482269,222746.98375080328,DSA,81.49720001
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1718398.0042049927,5057278.48833622,-1668914.1722154268,5126506.662411325,144.65383050683718,85.0951803226512,229749.01082948837,DSA,81.49720001
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1713488.5188451863,5057079.763978815,-1668914.1722154268,5126506.662411325,149.2966305788655,82.50434293676916,231800.97351563466,DSA,71.93939972
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1708579.1643822493,5056881.73402946,-1668914.1722154268,5126506.662411325,153.9558686306235,80.13078219869011,234086.6508293136,DSA,71.93939972
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1703669.9414456415,5056684.396692752,-1668914.1722154268,5126506.662411325,158.63008150149383,77.99430931073701,236624.39081223085,DSA,28.3980999
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1698760.8498067223,5056487.753274078,-1668914.1722154268,5126506.662411325,163.31796885378947,76.11485925894371,239432.82811273317,DSA,37.68069839
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1693851.889517008,5056291.804037884,-1668914.1722154268,5126506.662411325,168.01837201510136,74.5118519472972,242530.22396239857,DSA,37.68069839
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1688943.0593179252,5056096.547776775,-1668914.1722154268,5126506.662411325,172.73025724848875,73.20341905549901,245933.67630398774,DSA,18.56520081
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1684034.35868907,5055901.9868204165,-1668260.638461723,5126329.664099752,177.45269659894325,72.17248767205436,249625.1842709976,DSA,18.56520081
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1679125.7879496608,5055708.1203843225,-1668260.638461723,5126329.664099752,182.1848565765044,71.45245909096168,253637.3156674661,DSA,18.56520081
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1674217.3474112046,5055514.947677792,-1668260.638461723,5126329.664099752,186.92598647277055,71.06480453382979,257990.7910066003,DSA,18.56520081
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1669309.0352353242,5055322.469553112,-1668260.638461723,5126329.664099752,189.8002002376923,71.01493373354133,260815.13397123362,DSA,18.56520081
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1664400.8530322064,5055130.686673073,-1668260.638461723,5126329.664099752,191.90113153087617,71.30352256492408,263204.65409580024,DSA,18.56520081
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1659492.7984409186,5054939.598633838,-1668260.638461723,5126329.664099752,194.1041908649089,71.92646568446081,266030.6565493697,DSA,18.56520081
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1654584.872544536,5054749.204838461,-1668260.638461723,5126329.664099752,196.40592893764875,72.87515846623593,269281.0874038847,DSA,18.56520081
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1649677.0748010294,5054559.507584928,-1668260.638461723,5126329.664099752,198.80290898385965,74.13706363549501,272939.97261935467,DSA,18.56520081
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1644769.404178801,5054370.504596466,-1668260.638461723,5126329.664099752,201.29171592959094,75.69649083381906,276988.20676341,DSA,18.56520081
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1639861.861469243,5054182.19629713,-1668260.638461723,5126329.664099752,203.86897555965862,77.53546056482185,281404.43612448045,DSA,18.56520081
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1634954.445327558,5053994.584763729,-1668260.638461723,5126329.664099752,206.53136800886753,79.63457919546651,286165.947204334,DSA,27.8477993
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1630047.1562902692,5053807.668124858,-1668260.638461723,5126329.664099752,209.27563153957482,81.97383802073995,291249.4695603148,DSA,27.8477993
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1625139.9940706093,5053621.447618663,-1668260.638461723,5126329.664099752,212.09857877304412,84.53327579459899,296631.85456764314,DSA,27.8477993
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1620232.9578567843,5053435.923233549,-1668260.638461723,5126329.664099752,214.99710034992293,87.29350240286578,302290.6027527887,DSA,27.8477993
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1615326.0468322586,5053251.094955153,-1668260.638461723,5126329.664099752,217.96817157340706,90.23606961298857,308204.24118639564,DSA,27.8477993
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1610419.2620313936,5053066.962137022,-1668260.638461723,5126329.664099752,221.00885530901277,93.34371069458754,314352.5660036003,DSA,27.8477993
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1605512.6012969809,5052883.526629677,-1668260.638461723,5126329.664099752,224.11631099801167,96.60047244864285,320716.7834466545,DSA,37.13040161
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1600606.066715381,5052700.786941084,-1668260.638461723,5126329.664099752,227.287787722826,99.99176280987915,327279.55053270515,DSA,71.96350098
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1595699.6555955987,5052518.743671591,-1530538.771899211,5127503.932267757,230.52063570115178,99.34142777762315,329862.0634787749,DSA,71.96350098
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1590793.3697438906,5052337.396356952,-1530538.771899211,5127503.932267757,233.81229826587486,96.33599889062432,330148.2971564992,DSA,63.25519943
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1585887.2077841102,5052156.747037156,-1530538.771899211,5127503.932267757,237.1603195216284,93.49143103557343,330651.75055720186,DSA,63.25519943
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1580981.169132991,5051976.79462973,-1530538.771899211,5127503.932267757,240.5623368903663,90.82281628800061,331385.15317836695,DSA,63.25519943
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1576075.2539931326,5051797.538249471,-1530538.771899211,5127503.932267757,244.01608224830488,88.3460768610695,332362.1591093744,DSA,63.25519943
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1571169.4617726384,5051618.980127701,-1506909.259916144,5107885.577975434,247.51938333198453,85.4125492887081,332931.93262069265,DSA,63.25519943
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1900368.871008247,5060202.597621989,-1911346.4913465576,5140213.627988744,69.51773645875335,80.76059143320924,150278.3278919626,DSA,9.55776024
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1895453.6122976106,5059978.452913772,-1911346.4913465576,5140213.627988744,66.42012788642057,81.79405188505916,148214.17977147974,DSA,9.55776024
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1890538.4969330837,5059754.9969714675,-1911346.4913465576,5140213.627988744,63.55243144154711,83.10573949304188,146658.170934589,DSA,9.55776024
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1885623.523402191,5059532.227469181,-1871150.211639016,5140947.438325235,60.947068280089994,82.69167619615527,143638.74447624525,DSA,9.55776024
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1880708.691799477,5059310.148181901,-1871150.211639016,5140947.438325235,58.638968901079444,82.19496143271023,140833.93033378967,DSA,9.55776024
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1875794.0024979778,5059088.756227209,-1871150.211639016,5140947.438325235,56.66442780346071,81.99029594023533,138654.72374369606,DSA,9.55776024
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1870879.4546205224,5058868.0528331,-1871150.211639016,5140947.438325235,55.05929509880718,82.07983206689411,137139.1271657013,DSA,9.55776024
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1865965.0480812762,5058648.039462248,-1871150.211639016,5140947.438325235,53.856561644874176,82.4625792364604,136319.14088133458,DSA,9.55776024
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1861050.7821300079,5058428.714009532,-1871150.211639016,5140947.438325235,53.083540522977984,83.13445939619986,136217.99991917785,DSA,9.55776024
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1856136.6569778626,5058210.076899123,-1871150.211639016,5140947.438325235,52.75907514056761,84.08851169641672,136847.58683698432,DSA,70.51560211
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1851222.6722193446,5057992.130609002,-1786306.9506079147,5112962.702507442,52.891370966633644,85.06359201899613,137954.96298562977,DSA,70.51560211
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1846308.8270858936,5057774.873021971,-1786306.9506079147,5112962.702507442,53.476993236011204,81.52252268052061,134999.51591653182,DSA,75.1568985
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1841395.1217750495,5057558.304547655,-1786306.9506079147,5112962.702507442,54.5012843490919,78.13036487708175,132631.64922617364,DSA,75.1568985
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1836481.5556868294,5057342.425355835,-1786306.9506079147,5112962.702507442,55.94010794392866,74.90731756808958,130847.42551201824,DSA,75.1568985
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1831568.1287066808,5057127.2368766805,-1786306.9506079147,5112962.702507442,57.76245062900608,71.87609800964546,129638.54863865154,DSA,79.79820251
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1826654.8405300507,5056912.738240658,-1786306.9506079147,5112962.702507442,59.93329784274955,69.06193391063209,128995.23175338165,DSA,79.79820251
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1821741.6916378373,5056698.928805805,-1786306.9506079147,5112962.702507442,62.416257495055824,66.492353718354,128908.61121340984,DSA,80.64769745
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1816828.6800148876,5056485.810554977,-1786306.9506079147,5112962.702507442,65.17562941698768,64.19669220920117,129372.32162618886,DSA,80.64769745
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1811915.8064336614,5056273.381806608,-1786306.9506079147,5112962.702507442,68.17782477585533,62.20524558448296,130383.07036033829,DSA,80.64769745
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1807003.0707583693,5056061.643966929,-1786306.9506079147,5112962.702507442,71.39218076151695,60.54799627000812,131940.17703152506,DSA,80.64769745
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1802090.4715637635,5055850.596946252,-1785651.979565324,5112773.2516493695,74.79131587048451,59.24873532517929,134040.0511956638,DSA,80.64769745
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1797178.0100972867,5055640.240308092,-1784996.988430089,5112583.870269548,78.35115296112272,58.23190089670769,136583.0538578304,DSA,80.64769745
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1792265.6857154374,5055430.574182856,-1784996.988430089,5112583.870269548,82.05074849456804,57.613654751275256,139664.4032458433,DSA,80.64769745
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1787353.497473942,5055221.599730148,-1784996.988430089,5112583.870269548,85.87201226000522,57.410654205548795,143282.66646555404,DSA,80.64769745
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1782441.4450177015,5055013.316041432,-1784996.988430089,5112583.870269548,89.79938710935285,57.627246301250786,147426.63341060362,DSA,80.64769745
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1777529.528188054,5054805.7244962575,-1784996.988430089,5112583.870269548,93.81952163315117,58.25870828868419,152078.22992183536,DSA,80.64769745
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1772617.7469130023,5054598.823143954,-1784996.988430089,5112583.870269548,97.92096815379513,59.29174740801365,157212.71556180879,DSA,80.64769745
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1767706.1007308853,5054392.614387468,-1784996.988430089,5112583.870269548,102.0939027306695,60.70582392621118,162799.72665688067,DSA,80.64769745
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1762794.590350853,5054187.096491244,-1784996.988430089,5112583.870269548,106.32988659034203,62.47503235840163,168804.91894874367,DSA,80.64769745
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1757883.2137183002,5053982.271399898,-1784996.988430089,5112583.870269548,110.62165584359735,64.57014921154332,175191.8050551407,DSA,80.64769745
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1752971.9712392814,5053778.138403259,-1784996.988430089,5112583.870269548,114.9629421156282,66.9605542569758,181923.496372604,DSA,80.64769745
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1748060.8625186998,5053574.696562098,-1784996.988430089,5112583.870269548,119.34832268082138,69.61580265268788,188964.12533350926,DSA,80.64769745
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1743149.8881623535,5053371.947445674,-1784996.988430089,5112583.870269548,123.7730901440327,72.50676937582004,196279.85951985273,DSA,90.20539856
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1738239.0466824162,5053169.890917458,-1784996.988430089,5112583.870269548,128.23315002679487,75.60638900866384,203839.5390354587,DSA,90.20539856
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1733328.3384611574,5052968.5262467805,-1784996.988430089,5112583.870269548,132.7249265629021,78.89004140298647,211614.96796588856,DSA,81.49720001
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1728417.763299363,5052767.854766384,-1784996.988430089,5112583.870269548,137.24528797826684,82.33568137246569,219580.9693507325,DSA,81.49720001
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1723507.3204888375,5052567.87654961,-1784996.988430089,5112583.870269548,141.79148425993498,85.92379627156285,227715.28053149785,DSA,81.49720001
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1718597.0096020754,5052368.590631336,-1668914.1722154268,5126506.662411325,146.36109263288984,89.24594118526024,235607.03381815006,DSA,81.49720001
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1713686.8304282958,5052169.99833172,-1668914.1722154268,5126506.662411325,150.95197098933397,86.7786295693264,237730.60055866034,DSA,71.93939972
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1708776.7825291674,5051972.098677145,-1668914.1722154268,5126506.662411325,155.56222185754604,84.52472355512073,240086.94541266677,DSA,28.3980999
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1703866.8667630097,5051774.89215983,-1668914.1722154268,5126506.662411325,160.19015701399576,82.5016868982619,242691.84391225764,DSA,28.3980999
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1698957.0813200637,5051578.379651207,-1668914.1722154268,5126506.662411325,164.8342740177569,80.72684773264524,245561.12175040215,DSA,28.3980999
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1694047.4265394832,5051382.560381649,-1668914.1722154268,5126506.662411325,169.49322893875845,79.21686170685389,248710.09064561233,DSA,28.3980999
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1689137.9021912569,5051187.435648167,-1668914.1722154268,5126506.662411325,174.1658174168541,77.98708338138643,252152.90079824056,DSA,37.68069839
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1684228.5078099556,5050993.004455307,-1668260.638461723,5126329.664099752,178.8509586581103,77.01029241539884,255861.25107350913,DSA,18.56520081
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1679319.2434370331,5050799.267054469,-1668260.638461723,5126329.664099752,181.3689857810231,76.33566415390644,257704.64993492953,DSA,18.56520081
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1674410.1080370334,5050606.224515471,-1668260.638461723,5126329.664099752,183.30261244733907,75.9727272021478,259275.33964948688,DSA,18.56520081
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1669501.1014058175,5050413.87479424,-1668260.638461723,5126329.664099752,185.34687992977442,75.92592320278062,261272.80313255504,DSA,18.56520081
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1664592.2238087559,5050222.220415687,-1668260.638461723,5126329.664099752,187.49815919344343,76.19580205096076,263693.9612444042,DSA,18.56520081
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1659683.4755472133,5050031.260574228,-1668260.638461723,5126329.664099752,189.7527976391427,76.77899520185002,266531.7928409927,DSA,18.56520081
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1654774.8539822411,5049840.995901776,-1668260.638461723,5126329.664099752,192.10714605228105,77.66841536768446,269775.5614199655,DSA,18.56520081
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1649866.361266776,5049651.424969239,-1668260.638461723,5126329.664099752,194.55757068880493,78.85367327956672,273411.24396837165,DSA,18.56520081
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1644957.9960659426,5049462.549860144,-1668260.638461723,5126329.664099752,197.10047906374942,80.3216433730695,277422.1224368189,DSA,18.56520081
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1640049.757865329,5049274.369541591,-1668260.638461723,5126329.664099752,199.7323268932781,82.05712768229792,281789.454575576,DSA,18.56520081
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1635141.6466645706,5049086.8842237815,-1668260.638461723,5126329.664099752,202.44963456013195,84.04352836850364,286493.1629286356,DSA,18.56520081
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1630233.661393123,5048900.094942783,-1668260.638461723,5126329.664099752,205.24899832223042,86.26348685747448,291512.4851797049,DSA,27.8477993
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1625325.8033790751,5048714.00002968,-1668260.638461723,5126329.664099752,208.12709426263348,88.6994440377863,296826.53830041975,DSA,27.8477993
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1620418.0712719155,5048528.601550097,-1668260.638461723,5126329.664099752,211.0806935932893,91.3340931370462,302414.7867303355,DSA,27.8477993
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1615510.4645299385,5048343.898450554,-1668260.638461723,5126329.664099752,214.106660719056,94.15073283689877,308257.3935559548,DSA,27.8477993
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1610602.9828611475,5048159.891958003,-1668260.638461723,5126329.664099752,217.20196190565423,97.13350877039056,314335.4706760448,DSA,27.8477993
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1605695.6275688868,5047976.580380378,-1668260.638461723,5126329.664099752,220.36366327638027,100.26757360361268,320631.23687999294,DSA,27.8477993
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1600788.3957016508,5047793.965360633,-1668260.638461723,5126329.664099752,223.58894121220666,103.539169011132,327128.1102233387,DSA,71.96350098
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1595881.2890785763,5047612.046441186,-1530538.771899211,5127503.932267757,226.87507300380048,103.21026098339973,330085.3339872002,DSA,71.96350098
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1590974.305803617,5047430.824423842,-1530538.771899211,5127503.932267757,230.2194450538746,100.32026892953314,330539.7139834077,DSA,63.25519943
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1586067.4468908303,5047250.298635912,-1530538.771899211,5127503.932267757,233.61954557467334,97.59139028336102,331210.93585803435,DSA,63.25519943
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1581160.711494262,5047070.469034344,-1530538.771899211,5127503.932267757,237.0729680843471,95.0374809014098,332110.4489857569,DSA,63.25519943
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1576254.0992947055,5046891.336814816,-1506909.259916144,5107885.577975434,240.57740824450022,92.35260799348414,332930.01623798435,DSA,63.25519943
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1571347.609701219,5046712.900886787,-1506909.259916144,5107885.577975434,244.1306597887109,88.85042118760933,332981.0809763202,DSA,63.25519943
sink,"Tarim Basin,Tarim Basin",-1755158.4657987515,4886047.570993983,-1566441.243181187,5046535.162637352,-1506909.259916144,5107885.577975434,247.73061414362195,85.48643455908403,333217.048702706,DSA,63.25519943
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1915341.9843974367,5055963.055161057,-1917361.3313341076,5139275.919739131,83.24705956871914,83.33733356818608,166584.39313690522,DSA,60.95780182
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1910425.6092531153,5055736.990756628,-1917361.3313341076,5139275.919739131,79.77330760031285,83.82634965408197,163599.6572543948,DSA,60.95780182
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1905509.3774341722,5055511.613240569,-1917361.3313341076,5139275.919739131,76.45829624896835,84.59862797014634,161056.9242191147,DSA,60.95780182
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1900593.2880936894,5055286.923867136,-1911346.4913465576,5140213.627988744,73.32352234606132,85.60476886924313,158928.29121530446,DSA,70.51560211
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1895677.3418020885,5055062.9220724385,-1911346.4913465576,5140213.627988744,70.39303359613265,86.58039596520686,156973.4295613395,DSA,70.51560211
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1890761.5380169752,5054839.608073258,-1911346.4913465576,5140213.627988744,67.69332762722028,87.82063299766659,155513.96062488685,DSA,70.51560211
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1885845.8765026408,5054616.981053976,-1871150.211639016,5140947.438325235,65.25301648011661,87.57231536535129,152825.3318454679,DSA,70.51560211
sink,Tarim Basin,-1852761.816939924,5110861.102192145,-1880930.356877751,5054395.043520459,-1871150.211639016,5140947.438325235,63.10215863299153,87.10320480517647,150205.36343816802,DSA,70.51560211
