lat,lon,storage_type,storage_potential,final_risk_score,pga_level,fault_lambda,amplification_method,pga_score,fault_score,site_vulnerability,analysis_type,risk_category
49.01794267,125.4920997,DSA,15.97159958,3.7965311600660803,0.5%,200.0,boore,1.0780267386515399,4.191725969134368,10.0,pga_sensitivity,Moderate
49.00901204,125.5585363,DSA,15.97159958,3.719271754980686,0.5%,200.0,boore,1.0458391816274664,3.9878405472231764,10.0,pga_sensitivity,Moderate
49.00005109,125.6249543,DSA,15.97159958,3.651927307460788,0.5%,200.0,boore,1.0217276416021135,3.803544955532439,10.0,pga_sensitivity,Moderate
48.99105982,125.6913536,DSA,15.97159958,3.39223954516565,0.5%,200.0,boore,1.013810176173234,3.639124321694152,8.967985802853937,pga_sensitivity,Moderate
48.98203824,125.7577342,DSA,15.97159958,3.4602395516028706,0.5%,200.0,boore,0.9968234821532679,3.4919164971502252,9.571264306905844,pga_sensitivity,Moderate
48.97298636,125.8240959,DSA,15.97159958,3.902497546489361,0.5%,200.0,boore,0.9923241389069665,4.755985587339165,9.897699004170644,pga_sensitivity,Moderate
48.96390419,125.8904388,DSA,15.97159958,3.0862914419812064,0.5%,200.0,boore,0.9846845772952378,1.9798305111119578,10.0,pga_sensitivity,Moderate
48.95479173,125.9567627,DSA,15.97159958,3.0909870251358305,0.5%,200.0,boore,0.9895847659137601,1.987315473929834,10.0,pga_sensitivity,Moderate
48.945649,126.0230676,DSA,15.97159958,3.1047752851956343,0.5%,200.0,boore,1.012655704836172,1.994824775925161,10.0,pga_sensitivity,Moderate
48.936476,126.0893536,DSA,15.97159958,3.103574078805219,0.5%,200.0,boore,1.0057355807001094,2.002354294850547,10.0,pga_sensitivity,Moderate
48.99199618,125.3457123,DSA,15.97159958,3.9786101119790516,0.5%,200.0,boore,1.1942815580004291,4.604897776596123,10.0,pga_sensitivity,Moderate
48.98313058,125.4121424,DSA,15.97159958,3.769880763231963,0.5%,200.0,boore,1.1485701104746868,4.344849835397109,9.460703786877435,pga_sensitivity,Moderate
48.97423465,125.4785539,DSA,15.97159958,3.7349785257383297,0.5%,200.0,boore,1.1049652529630707,4.091130716894024,9.775783420942936,pga_sensitivity,Moderate
48.9653084,125.544947,DSA,15.97159958,3.693745015169207,0.5%,200.0,boore,1.0633573132574214,3.873554528468321,10.0,pga_sensitivity,Moderate
48.95635183,125.6113214,DSA,15.97159958,3.628280661119581,0.5%,200.0,boore,1.04313243983416,3.68904813734167,10.0,pga_sensitivity,Moderate
48.94736496,125.6776771,DSA,15.97159958,3.360321964545487,0.5%,200.0,boore,1.0223749113645073,3.5301258032592524,8.950483839427287,pga_sensitivity,Moderate
48.93834778,125.7440141,DSA,15.97159958,3.3245003497681425,0.5%,200.0,boore,0.9968234821532679,3.39049193674583,9.044705138338797,pga_sensitivity,Moderate
48.92930033,125.8103324,DSA,15.97159958,3.974231828974558,0.5%,200.0,boore,1.00537826577803,4.905142320285144,10.0,pga_sensitivity,Moderate
48.92022259,125.8766318,DSA,15.97159958,3.0998370440521485,0.5%,200.0,boore,0.9898091211634342,2.016441611568105,10.0,pga_sensitivity,Moderate
48.91111459,125.9429123,DSA,15.97159958,3.116491532411783,0.5%,200.0,boore,1.0185462628832147,2.024061336567252,10.0,pga_sensitivity,Moderate
48.90197632,126.0091739,DSA,15.97159958,3.109588696518224,0.5%,200.0,boore,1.0001531219099677,2.031707118544134,10.0,pga_sensitivity,Moderate
48.89280781,126.0754165,DSA,15.97159958,3.1224335037948667,0.5%,200.0,boore,1.0212433228626823,2.039372807878419,10.0,pga_sensitivity,Moderate
48.88360906,126.14164,DSA,15.97159958,3.1377904052097456,0.5%,200.0,boore,1.0473446038531693,2.047060344277204,10.0,pga_sensitivity,Moderate
48.87438008,126.2078444,DSA,15.97159958,3.148767887852192,0.5%,200.0,boore,1.0646736521700364,2.0547702058905797,10.0,pga_sensitivity,Moderate
48.86512088,126.2740297,DSA,15.97159958,3.1811798067906256,0.5%,200.0,boore,1.1248571140503971,2.0625041658847567,10.0,pga_sensitivity,Moderate
48.96590118,125.1994444,DSA,15.97159958,3.9266325919521434,0.5%,200.0,boore,1.2883489103729462,4.274860455885568,10.0,pga_sensitivity,Moderate
48.95710058,125.2658676,DSA,15.97159958,4.089224660235132,0.5%,200.0,boore,1.2883489103729462,4.816834016828863,10.0,pga_sensitivity,Moderate
48.94826965,125.3322724,DSA,15.97159958,3.9767762946210556,0.5%,200.0,boore,1.241348068144764,4.520340868495579,10.0,pga_sensitivity,Moderate
48.93940839,125.3986588,DSA,15.97159958,3.8419229181820453,0.5%,200.0,boore,1.1830802167106365,4.167942699422424,10.0,pga_sensitivity,Moderate
48.93051681,125.4650268,DSA,15.97159958,3.6182517977297595,0.5%,200.0,boore,1.1332659392958597,3.8997000639747545,9.408544044447014,pga_sensitivity,Moderate
48.92159492,125.5313762,DSA,15.97159958,3.6503793978933903,0.5%,200.0,boore,1.084687710330551,3.693451809093715,10.0,pga_sensitivity,Moderate
48.91264274,125.5977071,DSA,15.97159958,3.5763888093185545,0.5%,200.0,boore,1.0568630158981258,3.5265308245288765,9.949990270054142,pga_sensitivity,Moderate
48.90366026,125.6640193,DSA,15.97159958,3.4108593754167083,0.5%,200.0,boore,1.0223749113645073,3.3852464583289796,9.420489911178803,pga_sensitivity,Moderate
48.8946475,125.7303129,DSA,15.97159958,3.705140975584172,0.5%,200.0,boore,1.0158492020164027,4.883884792041988,8.660254684816872,pga_sensitivity,Moderate
48.88560446,125.7965877,DSA,15.97159958,3.946842175826588,0.5%,200.0,boore,1.0054928121685205,5.065867259473854,9.621677959500857,pga_sensitivity,Moderate
48.87653117,125.8628437,DSA,15.97159958,3.1150209601297165,0.5%,200.0,boore,0.9978156786237368,2.05371040272616,10.0,pga_sensitivity,Moderate
48.86742762,125.9290808,DSA,15.97159958,3.1284344186075734,0.5%,200.0,boore,1.0199884547276026,2.0614673041459075,10.0,pga_sensitivity,Moderate
48.85829382,125.9952991,DSA,15.97159958,3.121628260494832,0.5%,200.0,boore,1.0017053923662118,2.0692518810390883,10.0,pga_sensitivity,Moderate
48.8491298,126.0614984,DSA,15.97159958,3.150232713530858,0.5%,200.0,boore,1.0542317587111472,2.0770561139176147,10.0,pga_sensitivity,Moderate
48.83993554,126.1276787,DSA,15.97159958,3.155040327302347,0.5%,200.0,boore,1.0591496844552144,2.0848849502491325,10.0,pga_sensitivity,Moderate
48.83071107,126.1938399,DSA,15.97159958,3.177370393516077,0.5%,200.0,boore,1.0990992024787092,2.092735974255741,10.0,pga_sensitivity,Moderate
48.8214564,126.2599821,DSA,15.97159958,3.195988447267659,0.5%,200.0,boore,1.1316099542611986,2.1006115671235333,10.0,pga_sensitivity,Moderate
48.81217152,126.326105,DSA,15.97159958,3.2247207314281083,0.5%,200.0,boore,1.1843363040568073,2.1085085979990152,10.0,pga_sensitivity,Moderate
48.93092218,125.1197124,DSA,9.82865143,3.4100261956972107,0.5%,200.0,boore,1.3765839943465805,2.405780661746401,10.0,pga_sensitivity,Moderate
48.92215622,125.1861102,DSA,15.97159958,3.76182494150454,0.5%,200.0,boore,1.338407038879378,3.642071406882837,10.0,pga_sensitivity,Moderate
48.91335993,125.2524897,DSA,15.97159958,4.0753740260732325,0.5%,200.0,boore,1.2802036379250012,4.784240690369105,10.0,pga_sensitivity,Moderate
48.90453332,125.3188509,DSA,15.97159958,3.8805813185902065,0.5%,200.0,boore,1.2802036379250012,4.134931665425687,10.0,pga_sensitivity,Moderate
48.8956764,125.3851938,DSA,15.97159958,3.732940727556044,0.5%,200.0,boore,1.2119019826832058,3.8004994745613208,9.934199469230226,pga_sensitivity,Moderate
48.88678917,125.4515181,DSA,15.97159958,3.536694663126622,0.5%,200.0,boore,1.1549140482268727,3.593359229654569,9.406149350584075,pga_sensitivity,Moderate
48.87787165,125.5178241,DSA,15.97159958,3.5220646023198547,0.5%,200.0,boore,1.105124413251113,3.439882837251554,9.687687722594161,pga_sensitivity,Moderate
48.86892384,125.5841114,DSA,15.97159958,3.476188483138677,0.5%,200.0,boore,1.0726967958703053,3.313987507676399,9.728219164503024,pga_sensitivity,Moderate
48.85994576,125.6503802,DSA,15.97159958,3.931221213560128,0.5%,200.0,boore,1.0276428412008292,4.765809341966127,9.938284951849376,pga_sensitivity,Moderate
48.85093741,125.7166303,DSA,15.97159958,3.914159731761644,0.5%,200.0,boore,1.0282977616459212,5.051854954510012,9.422271822928398,pga_sensitivity,Moderate
48.8418988,125.7828618,DSA,15.97159958,3.9520029600099083,0.5%,200.0,boore,1.0138808540353987,5.23960783212827,9.365900916768641,pga_sensitivity,Moderate
48.83282994,125.8490744,DSA,15.97159958,3.0901949204297834,0.5%,200.0,boore,1.0304969637863746,2.0916482882894583,9.737259760248794,pga_sensitivity,Moderate
48.82373085,125.9152683,DSA,15.97159958,3.1427688868192294,0.5%,200.0,boore,1.0258091468325308,2.099547711343213,10.0,pga_sensitivity,Moderate
48.81460152,125.9814433,DSA,15.97159958,3.152073592268394,0.5%,200.0,boore,1.0396636786861206,2.1074725097511116,10.0,pga_sensitivity,Moderate
48.80544198,126.0475994,DSA,15.97159958,3.1642704492155356,0.5%,200.0,boore,1.0592882645665211,2.115421056440917,10.0,pga_sensitivity,Moderate
48.79625222,126.1137365,DSA,15.97159958,3.1633197815285428,0.5%,200.0,boore,1.0526042751759364,2.1233921464685817,10.0,pga_sensitivity,Moderate
48.78703227,126.1798546,DSA,15.97159958,3.194363107689355,0.5%,200.0,boore,1.1098950939666221,2.1313852023534796,10.0,pga_sensitivity,Moderate
48.77778212,126.2459536,DSA,15.97159958,3.212168176799638,0.5%,200.0,boore,1.1406946856448414,2.139402779924058,10.0,pga_sensitivity,Moderate
48.76850179,126.3120334,DSA,15.97159958,3.2501775472039105,0.5%,200.0,boore,1.2118896610200252,2.14744238897966,10.0,pga_sensitivity,Moderate
48.75919128,126.3780941,DSA,15.97159958,3.285931211943276,0.5%,200.0,boore,1.2780957612616162,2.15627777104156,10.0,pga_sensitivity,Moderate
48.88716316,125.1064402,DSA,20.78039932,3.3515871459643582,0.5%,200.0,boore,1.4143730339355998,2.440297965043417,9.561556197417667,pga_sensitivity,Moderate
48.87840149,125.1727943,DSA,15.97159958,3.3414769614548976,0.5%,200.0,boore,1.3684777162446298,2.4750621221437696,9.573597333447259,pga_sensitivity,Moderate
