lat,lon,storage_type,storage_potential,pga_score,fault_score,site_vulnerability,srf_a_tectonic,risk_category_a,srf_b_geotechnical,risk_category_b,srf_c_shaking,risk_category_c
48.9653084,125.544947,DSA,15.97159958,0.7658510040996334,3.873554528468321,10.0,4.166532565464051,Moderate,5.081051307333517,Moderate,2.621576961000276,Low
48.95635183,125.6113214,DSA,15.97159958,0.7593731577246053,3.68904813734167,10.0,4.072336015988217,Moderate,5.041558890558177,Moderate,2.5623383358372642,Low
48.94736496,125.6776771,DSA,15.97159958,0.7504450402418428,3.5301258032592524,8.950483839427287,3.780293181587637,Moderate,4.586396712519503,Moderate,2.40435314906561,Low
48.93834778,125.7440141,DSA,15.97159958,0.7324192706162138,3.39049193674583,9.044705138338797,3.7239127772255385,Moderate,4.588948150931171,Moderate,2.361069657227357,Low
48.92930033,125.8103324,DSA,15.97159958,0.7408760642555244,4.905142320285144,10.0,4.67483397941923,Moderate,5.277378889759238,Moderate,2.916068334638858,Low
48.92022259,125.8766318,DSA,15.97159958,0.7348719108913506,2.016441611568105,10.0,3.228682379051458,Moderate,4.697237086670161,Moderate,2.0458556300052417,Low
48.91111459,125.9429123,DSA,15.97159958,0.7570183499979478,2.024061336567252,10.0,3.2391361732830104,Moderate,4.70761960731263,Moderate,2.061429410968944,Low
48.90197632,126.0091739,DSA,15.97159958,0.7506182676612521,2.031707118544134,10.0,3.2410390395704427,Moderate,4.706588730773328,Moderate,2.059883096159991,Low
48.89280781,126.0754165,DSA,15.97159958,0.7694262090453543,2.039372807878419,10.0,3.2505142666528157,Moderate,4.715645045193826,Moderate,2.0734675677907384,Low
48.88360906,126.14164,DSA,15.97159958,0.7911592991317467,2.047060344277204,10.0,3.2608779618781263,Moderate,4.725875788508139,Moderate,2.088813682762209,Low
48.87438008,126.2078444,DSA,15.97159958,0.8070177032718734,2.05477020589058,10.0,3.269490413926852,Moderate,4.733761122486865,Moderate,2.100641683730298,Low
48.86512088,126.2740297,DSA,15.97159958,0.8454341536436332,2.0625041658847567,10.0,3.2848823290354683,Moderate,4.750674494634405,Moderate,2.126011741951607,Low
48.96590118,125.1994444,DSA,15.97159958,0.8657000355285605,4.274860455885568,10.0,4.397140238601352,Moderate,5.201252105388537,Moderate,2.8018781580828067,Low
48.95710058,125.2658676,DSA,15.97159958,0.8657000355285605,4.816834016828863,10.0,4.668127019072999,Moderate,5.309646817577197,Moderate,2.964470226365795,Low
48.94826965,125.3322724,DSA,15.97159958,0.8452161211952205,4.520340868495579,10.0,4.513735270606356,Moderate,5.242154622177204,Moderate,2.863231933265806,Low
48.93940839,125.3986588,DSA,15.97159958,0.8219559668154139,4.167942699422424,10.0,4.330558139755836,Moderate,5.162370926610651,Moderate,2.7435563899159754,Low
48.93051681,125.4650268,DSA,15.97159958,0.8026855511678993,3.8997000639747545,9.408544044447014,4.07236450622715,Moderate,4.864431851040917,Moderate,2.5923757543378674,Low
48.92159492,125.5313762,DSA,15.97159958,0.7823993223910886,3.693451809093715,10.0,4.081445701264184,Moderate,5.051650090775178,Moderate,2.577475136162768,Low
48.91264274,125.5977071,DSA,15.97159958,0.7719275564430981,3.5265308245288765,9.949990270054142,3.9848417332081962,Moderate,4.994073295504672,Moderate,2.5161148082299363,Low
48.90366026,125.6640193,DSA,15.97159958,0.7504450402418428,3.38524645832898,9.420489911178803,3.801854723472804,Moderate,4.745423272234055,Moderate,2.40788995276168,Low
48.8946475,125.7303129,DSA,15.97159958,0.749466088398144,4.883884792041988,8.660254684816872,4.398833159503812,Moderate,4.740665267694404,Moderate,2.78087055913317,Low
48.88560446,125.7965877,DSA,15.97159958,0.7456469295361225,5.065867259473854,9.621677959500856,4.680963300497934,Moderate,5.160103407509562,Moderate,2.9293161315139153,Low
48.87653117,125.8628437,DSA,15.97159958,0.744072342703802,2.05371040272616,10.0,3.250076904174221,Moderate,4.708371017626753,Moderate,2.062556526440129,Low
48.86742762,125.9290808,DSA,15.97159958,0.7623689631456867,2.0614673041459075,10.0,3.2594443410166596,Moderate,4.717241046087456,Moderate,2.075861569131184,Low
48.85829382,125.9952991,DSA,15.97159958,0.7568817051170693,2.0692518810390883,10.0,3.261690452054665,Moderate,4.716603058254646,Moderate,2.074904587381968,Low
48.8491298,126.0614984,DSA,15.97159958,0.7942569783857789,2.0770561139176147,10.0,3.276805150474541,Moderate,4.7331140141378345,Moderate,2.0996710212067518,Low
48.83993554,126.1276787,DSA,15.97159958,0.8036913997288887,2.0848849502491325,10.0,3.283549895043233,Moderate,4.738453549941382,Moderate,2.107680324912073,Low
48.83071107,126.1938399,DSA,15.97159958,0.8326283451641341,2.092735974255741,10.0,3.296156490677111,Moderate,4.751598532916802,Moderate,2.1273977993752027,Low
48.8214564,126.2599821,DSA,15.97159958,0.8568683568589435,2.1006115671235333,10.0,3.3073662906194494,Moderate,4.762869656168284,Moderate,2.144304484252426,Low
48.81217152,126.326105,DSA,15.97159958,0.889025690171755,2.1085085979990152,10.0,3.320962006051034,Moderate,4.777311995668505,Moderate,2.1659679935027576,Low
48.93092218,125.1197124,DSA,9.82865143,0.9157235683752042,2.405780661746401,10.0,3.477607401385762,Moderate,4.847445559699362,Moderate,2.2711683395490425,Low
48.92215622,125.1861102,DSA,15.97159958,0.89550674213805,3.642071406882837,10.0,4.0896877260828335,Moderate,5.086616978231787,Moderate,2.629925467347681,Low
48.91335993,125.2524897,DSA,15.97159958,0.8691167155926527,4.784240690369105,10.0,4.6528553598623485,Moderate,5.304494824310882,Moderate,2.956742236466323,Low
