Long,Lat,Vs30
110.0062299,18.89205304,461.863339
110.050527,18.88935054,459.3155841
110.094821,18.88662432,434.596014
110.1391117,18.88387438,385.0053077
110.1833992,18.88110073,359.7932931
110.2276833,18.87830338,342.2744297
110.2719642,18.87548232,364.0857015
110.3162416,18.87263757,388.1118321
110.3605157,18.86976912,345.3341073
110.4047864,18.86687697,281.124834
110.4490537,18.86396115,268.0387538
110.4933174,18.86102164,260.7234291
110.5375777,18.85805845,263.6501907
107.4782863,19.04904534,401.3752066
107.5227456,19.0476992,409.9152455
107.5672032,19.04632915,410.7927362
107.6116593,19.04493518,419.7352892
107.6561136,19.04351731,419.7945954
107.7005663,19.04207553,400.0225883
107.7450172,19.04060984,380.2505813
107.7894663,19.03912026,373.5716134
107.8339137,19.03760677,378.8134681
107.8783593,19.03606939,384.0553228
107.922803,19.03450812,389.2971775
107.9672449,19.03292295,394.5390322
108.0116848,19.03131389,397.3923023
108.0561228,19.02968094,393.3064106
108.1005589,19.02802411,389.2205188
108.144993,19.02634339,385.1346271
108.189425,19.0246388,381.0487353
108.233855,19.02291032,376.9628436
108.278283,19.02115797,375.5061926
108.3227089,19.01938175,376.2841313
108.3671326,19.01758166,377.0620701
108.4115542,19.0157577,377.8400089
108.4559735,19.01390987,378.6179477
108.5003907,19.01203819,379.3958864
108.5448057,19.01014264,380.1738252
108.5892183,19.00822324,380.951764
108.6336287,19.00627998,382.7773097
108.6780368,19.00431287,391.4913815
108.7224425,19.00232192,436.5705211
108.7668458,19.00030712,507.6748224
108.8112467,18.99826848,585.7516423
108.8556452,18.996206,639.1576812
108.9000412,18.99411968,597.0199572
108.9444347,18.99200953,580.9109785
108.9888257,18.98987555,588.9182506
109.0332142,18.98771775,598.7394678
109.0776,18.98553612,647.6445382
109.1219833,18.98333067,687.6979459
109.1663639,18.9811014,671.2168445
109.2107419,18.97884832,660.5004875
109.2551172,18.97657144,598.5000682
109.2994897,18.97427074,507.3560004
109.3438596,18.97194624,568.2149661
109.3882266,18.96959794,617.7651509
109.4325908,18.96722585,545.3224527
109.4769522,18.96482996,442.3282011
109.5213108,18.96241028,427.5860766
109.5656665,18.95996682,495.9159599
109.6100192,18.95749957,540.1035014
109.654369,18.95500855,541.4522521
109.6987159,18.95249375,546.0462878
109.7430597,18.94995518,519.5519373
109.7874005,18.94739284,485.6501475
109.8317383,18.94480674,464.3597695
109.876073,18.94219688,447.6456733
109.9204045,18.93956326,456.0178034
109.964733,18.93690589,496.6145393
110.0090582,18.93422478,516.5869528
110.0533803,18.93151992,489.7079078
110.0976992,18.92879132,460.6499508
110.1420148,18.92603898,409.5076915
110.1863271,18.92326291,361.1673725
110.2306361,18.92046311,344.489354
110.2749418,18.91763959,333.6813077
110.3192441,18.91479235,357.1681287
110.3635431,18.9119214,375.9610897
110.4078386,18.90902673,317.3271587
110.4521307,18.90610836,281.0708294
110.4964193,18.90316628,258.1455135
110.5407044,18.90020051,261.807047
110.584986,18.89721104,264.5328358
107.3462273,19.09522868,380.9431013
107.3907165,19.09395317,421.5601272
107.4352041,19.09265372,405.1393428
107.4796901,19.09133034,414.0818958
107.5241745,19.08998302,423.0244489
107.5686573,19.08861176,409.2652923
107.6131385,19.08721658,389.4932852
107.657618,19.08579746,371.1763796
107.7020958,19.08435442,376.4182343
107.7465719,19.08288746,381.6600891
107.7910462,19.08139657,386.9019438
107.8355187,19.07988177,392.1437985
107.8799894,19.07834304,397.3856532
107.9244582,19.0767804,394.3073868
107.9689252,19.07519384,390.2214951
108.0133902,19.07358338,386.1356033
108.0578534,19.071949,382.0497116
108.1023145,19.07029072,377.9638198
108.1467737,19.06860854,375.2701565
108.1912309,19.06690245,376.0480953
108.235686,19.06517247,376.8260341
108.2801391,19.06341858,377.6039729
108.32459,19.06164081,378.3819116
108.3690388,19.05983914,379.1598504
108.4134855,19.05801359,379.9377892
108.45793,19.05616415,380.715728
108.5023722,19.05429083,381.4936667
108.5468122,19.05239362,382.2716055
108.59125,19.05047254,383.0495443
108.6356854,19.04852759,386.485882
108.6801185,19.04655876,410.0428761
108.7245493,19.04456607,467.2472056
108.7689777,19.04254951,548.7881938
108.8134036,19.04050908,607.6601134
108.8578272,19.0384448,565.5223894
108.9022482,19.03635666,524.1322249
108.9466668,19.03424467,508.5978042
108.9910828,19.03210882,495.051426
109.0354963,19.02994913,549.3476388
109.0799072,19.0277656,659.5712122
109.1243155,19.02555822,691.8697013
109.1687211,19.02332701,653.673644
109.2131241,19.02107196,634.2858151
109.2575244,19.01879308,601.3077445
109.3019219,19.01649038,534.0316093
109.3463167,19.01416385,579.6238848
109.3907088,19.0118135,582.7428219
109.435098,19.00943933,504.3493043
109.4794844,19.00704135,524.4399262
109.5238679,19.00461956,511.3248308
109.5682486,19.00217396,488.0649154
109.6126263,18.99970456,525.2914742
109.6570011,18.99721136,480.2146878
109.7013729,18.99469436,484.8063421
109.7457417,18.99215358,489.1170047
109.7901074,18.989589,456.5774541
109.8344701,18.98700064,437.160372
109.8788297,18.9843885,421.7381258
109.9231863,18.98175259,434.8697597
109.9675396,18.9790929,477.6347149
110.0118898,18.97640944,520.5880201
110.0562368,18.97370222,515.8265148
110.1005806,18.97097123,486.7622818
110.1449211,18.96821649,434.0620707
110.1892583,18.965438,380.5004325
110.2335922,18.96263576,340.455581
110.2779228,18.95980977,329.0196538
110.32225,18.95696005,331.4364554
110.3665738,18.95408659,348.8965579
110.4108942,18.95118939,353.5294833
110.4552112,18.94826847,283.979567
110.4995246,18.94532383,262.9520181
110.5438346,18.94235547,259.2291313
110.588141,18.93936339,262.8906648
110.6324439,18.9363476,265.4154809
107.2140053,19.14121616,419.4732194
107.2585241,19.14001143,401.4516234
107.3030414,19.13878273,417.9668997
107.3475572,19.13753007,408.4285025
107.3920715,19.13625344,417.3710555
107.4365843,19.13495286,418.5079962
107.4810955,19.13362832,398.7359891
107.5256051,19.13227982,378.9639821
107.5701131,19.13090737,374.0230006
107.6146195,19.12951096,379.2648553
