lat,lon,storage_type,storage_potential,final_risk_score,pga_level,fault_lambda,amplification_method,pga_score,fault_score,site_vulnerability,analysis_type,risk_category
49.01794267,125.4920997,DSA,15.97159958,3.7317015855746494,2%,200.0,boore,0.9483675896686776,4.191725969134368,10.0,pga_sensitivity,Moderate
49.00901204,125.5585363,DSA,15.97159958,3.6584709762018472,2%,200.0,boore,0.9242376240697889,3.9878405472231764,10.0,pga_sensitivity,Moderate
49.00005109,125.6249543,DSA,15.97159958,3.5940956161841338,2%,200.0,boore,0.9060642590488042,3.803544955532439,10.0,pga_sensitivity,Moderate
48.99105982,125.6913536,DSA,15.97159958,3.335501182081811,2%,200.0,boore,0.9003334500055558,3.639124321694152,8.967985802853937,pga_sensitivity,Moderate
48.98203824,125.7577342,DSA,15.97159958,3.405089991093536,2%,200.0,boore,0.8865243611345992,3.4919164971502252,9.571264306905844,pga_sensitivity,Moderate
48.97298636,125.8240959,DSA,15.97159958,3.847212615369297,2%,200.0,boore,0.8817542766668385,4.755985587339165,9.897699004170644,pga_sensitivity,Moderate
48.96390419,125.8904388,DSA,15.97159958,3.0321724477382515,2%,200.0,boore,0.8764465888093282,1.9798305111119578,10.0,pga_sensitivity,Moderate
48.95479173,125.9567627,DSA,15.97159958,3.037398593597743,2%,200.0,boore,0.8824079028375853,1.987315473929834,10.0,pga_sensitivity,Moderate
48.945649,126.0230676,DSA,15.97159958,3.050826253347256,2%,200.0,boore,0.9047576411394153,1.994824775925161,10.0,pga_sensitivity,Moderate
48.936476,126.0893536,DSA,15.97159958,3.0518409893904126,2%,200.0,boore,0.9022694018704971,2.002354294850547,10.0,pga_sensitivity,Moderate
48.99199618,125.3457123,DSA,15.97159958,3.8985010411105834,2%,200.0,boore,1.0340634162634934,4.604897776596123,10.0,pga_sensitivity,Moderate
48.98313058,125.4121424,DSA,15.97159958,3.69622643781961,2%,200.0,boore,1.0012614596499807,4.344849835397109,9.460703786877435,pga_sensitivity,Moderate
48.97423465,125.4785539,DSA,15.97159958,3.6677815049991866,2%,200.0,boore,0.9705712114847843,4.091130716894024,9.775783420942936,pga_sensitivity,Moderate
48.9653084,125.544947,DSA,15.97159958,3.6318202517579965,2%,200.0,boore,0.9395077864350004,3.873554528468321,10.0,pga_sensitivity,Moderate
48.95635183,125.6113214,DSA,15.97159958,3.5694256048505677,2%,200.0,boore,0.9254223272961336,3.68904813734167,10.0,pga_sensitivity,Moderate
