lat,lon,storage_type,storage_potential,final_risk_score,pga_level,fault_lambda,amplification_method,pga_score,fault_score,site_vulnerability,analysis_type,risk_category,w1,w2,w3
48.76850179,126.3120334,DSA,15.97159958,3.346721054548208,10%,200.0,boore,0.9099995335279264,2.14744238897966,10.0,weight_sensitivity,Moderate,0.3,0.5,0.2
48.75919128,126.3780941,DSA,15.97159958,3.3630437012429666,10%,200.0,boore,0.949682719073955,2.15627777104156,10.0,weight_sensitivity,Moderate,0.3,0.5,0.2
48.88716316,125.1064402,DSA,20.78039932,3.4147221190053987,10%,200.0,boore,0.9408729900005224,2.440297965043417,9.561556197417667,weight_sensitivity,Moderate,0.3,0.5,0.2
48.87840149,125.1727943,DSA,15.97159958,3.4274797553477168,10%,200.0,boore,0.9174307586212664,2.4750621221437696,9.57359733344726,weight_sensitivity,Moderate,0.3,0.5,0.2
48.86960951,125.2391302,DSA,15.97159958,3.464409469852349,10%,200.0,boore,0.8886386109619382,2.7468917479111523,9.121860063040955,weight_sensitivity,Moderate,0.3,0.5,0.2
48.86078722,125.3054478,DSA,15.97159958,3.686839354195068,10%,200.0,boore,0.8606514906765672,3.191677982085244,9.164024579747377,weight_sensitivity,Moderate,0.3,0.5,0.2
48.85193464,125.3717471,DSA,15.97159958,3.863832642245141,10%,200.0,boore,0.8606514906765672,3.2112743900843417,10.0,weight_sensitivity,Moderate,0.3,0.5,0.2
48.84305176,125.438028,DSA,15.97159958,3.718569165943963,10%,200.0,boore,0.8351731038555475,3.1735747293409675,9.406149350584077,weight_sensitivity,Moderate,0.3,0.5,0.2
48.83413861,125.5042904,DSA,15.97159958,3.723516419360429,10%,200.0,boore,0.8157031210174709,3.1184192640679558,9.597979255106049,weight_sensitivity,Moderate,0.3,0.5,0.2
48.82519518,125.5705344,DSA,15.97159958,4.396772274819932,10%,200.0,boore,0.7869454656590035,4.482185568202041,9.597979255106049,weight_sensitivity,Moderate,0.3,0.5,0.2
48.81622149,125.6367597,DSA,15.97159958,4.697297685866482,10%,200.0,boore,0.7796768765098637,4.926789245827045,10.0,weight_sensitivity,Moderate,0.3,0.5,0.2
48.80721755,125.7029665,DSA,15.97159958,4.852773058104509,10%,200.0,boore,0.7778257943245187,5.238850639614307,10.0,weight_sensitivity,Moderate,0.3,0.5,0.2
48.79818337,125.7691546,DSA,15.97159958,4.864697272303118,10%,200.0,boore,0.7748882424737512,5.427515662928098,9.59236484048472,weight_sensitivity,Moderate,0.3,0.5,0.2
48.78911896,125.835324,DSA,15.97159958,3.1451381031910897,10%,200.0,boore,0.7842857327531643,2.130269025857025,9.22358935218314,weight_sensitivity,Moderate,0.3,0.5,0.2
48.78002431,125.9014746,DSA,15.97159958,3.1034864408400944,10%,200.0,boore,0.7695903780984215,2.138314581992116,9.017260182072548,weight_sensitivity,Moderate,0.3,0.5,0.2
48.77089946,125.9676064,DSA,15.97159958,3.168211048536867,10%,200.0,boore,0.8044982387761146,2.1463823049074997,9.268352122251413,weight_sensitivity,Moderate,0.3,0.5,0.2
48.7617444,126.0337193,DSA,15.97159958,3.242240869460852,10%,200.0,boore,0.8143324911853501,2.1544750437407414,9.60351800117438,weight_sensitivity,Moderate,0.3,0.5,0.2
48.75255914,126.0998133,DSA,15.97159958,3.3335114544050946,10%,200.0,boore,0.8407214723379147,2.162590025407441,10.0,weight_sensitivity,Moderate,0.3,0.5,0.2
48.74334369,126.1658883,DSA,15.97159958,3.346127290158176,10%,200.0,boore,0.8692116214795964,2.170727607428594,10.0,weight_sensitivity,Moderate,0.3,0.5,0.2
